precision,recall,f1-score,support
0.6401209677419355,0.8569500674763832,0.7328332371609925,741.0
0.9256140350877193,0.7869928400954654,0.8506933247339568,1676.0
0.8084402151427389,0.8084402151427389,0.8084402151427389,0.8084402151427389
0.7828675014148274,0.8219714537859244,0.7917632809474746,2417.0
0.8380880264393016,0.8084402151427389,0.8145599673108841,2417.0
